title,description,skills_text,education_requirement,responsibilities
AI/ML Engineer,AI/ML Engineer responsible for collaborate with stakeholders and manage ci/cd pipelines.,"Azure, GCP, JavaScript, SQL, Docker, React, Node.js",Bachelor's in Software Engineering,"Conduct data analysis, Secure cloud environments, Implement APIs"
DevOps Engineer,DevOps Engineer responsible for automate workflows and implement apis.,"Azure, AWS, Python, NoSQL, TensorFlow, REST APIs",Bachelor's in Information Technology,"Implement APIs, Manage CI/CD pipelines, Automate workflows, Secure cloud environments, Conduct data analysis"
DevOps Engineer,DevOps Engineer responsible for design scalable systems and manage ci/cd pipelines.,"Java, Node.js, TensorFlow, Pandas, SQL, CI/CD, Docker",Master's in Data Science,"Design scalable systems, Develop microservices, Implement APIs, Write unit tests"
Frontend Developer,Frontend Developer responsible for develop microservices and automate workflows.,"Java, C++, Azure, JavaScript, Node.js",Master's in Data Science,"Manage CI/CD pipelines, Monitor system performance, Conduct data analysis, Write unit tests, Automate workflows"
Software Engineer,Software Engineer responsible for automate workflows and write unit tests.,"Spring Boot, Docker, GraphQL, React, C++, GCP",Bachelor's in Cybersecurity,"Develop microservices, Write unit tests, Collaborate with stakeholders, Design scalable systems"
Data Analyst,Data Analyst responsible for monitor system performance and develop microservices.,"Python, Spring Boot, Docker, JavaScript, Java",Bachelor's in Cybersecurity,"Implement APIs, Develop microservices, Conduct data analysis"
DevOps Engineer,DevOps Engineer responsible for develop microservices and monitor system performance.,"GraphQL, Python, GCP, CI/CD, Kubernetes",Bachelor's in Cybersecurity,"Write unit tests, Implement APIs, Develop microservices, Conduct data analysis, Design scalable systems"
Cloud Architect,Cloud Architect responsible for monitor system performance and write unit tests.,"Python, React, Azure, Java, CI/CD, NumPy",Bachelor's in Computer Science,"Implement APIs, Conduct data analysis, Collaborate with stakeholders, Monitor system performance, Design scalable systems"
Cloud Architect,Cloud Architect responsible for develop microservices and design scalable systems.,"NoSQL, Docker, C++, React, Node.js, Azure, REST APIs",Bachelor's in Software Engineering,"Collaborate with stakeholders, Automate workflows, Manage CI/CD pipelines, Write unit tests, Design scalable systems"
Software Engineer,Software Engineer responsible for conduct data analysis and develop microservices.,"TensorFlow, CI/CD, Azure, JavaScript, Docker, NumPy",Master's in Data Science,"Monitor system performance, Conduct data analysis, Write unit tests, Design scalable systems, Develop microservices"
AI/ML Engineer,AI/ML Engineer responsible for conduct data analysis and design scalable systems.,"AWS, React, C++, Docker, GraphQL",Bachelor's in Software Engineering,"Write unit tests, Collaborate with stakeholders, Develop microservices, Conduct data analysis"
Cybersecurity Analyst,Cybersecurity Analyst responsible for write unit tests and manage ci/cd pipelines.,"AWS, React, CI/CD, TensorFlow, Pandas, Java, Node.js, NoSQL",Master's in Data Science,"Automate workflows, Manage CI/CD pipelines, Conduct data analysis, Write unit tests"
Cybersecurity Analyst,Cybersecurity Analyst responsible for design scalable systems and conduct data analysis.,"AWS, Spring Boot, TensorFlow, Azure, GraphQL",Master's in Data Science,"Automate workflows, Develop microservices, Manage CI/CD pipelines, Implement APIs"
Frontend Developer,Frontend Developer responsible for manage ci/cd pipelines and conduct data analysis.,"Python, JavaScript, React, NoSQL, Java",Master's in Data Science,"Develop microservices, Monitor system performance, Automate workflows, Design scalable systems"
Cybersecurity Analyst,Cybersecurity Analyst responsible for write unit tests and implement apis.,"NumPy, AWS, TensorFlow, Spring Boot, REST APIs, React, Azure, Python",Bachelor's in Software Engineering,"Secure cloud environments, Write unit tests, Collaborate with stakeholders"
DevOps Engineer,DevOps Engineer responsible for conduct data analysis and secure cloud environments.,"NoSQL, Python, SQL, AWS, JavaScript, Java, Azure, Kubernetes",Bachelor's in Software Engineering,"Automate workflows, Manage CI/CD pipelines, Monitor system performance"
Software Engineer,Software Engineer responsible for conduct data analysis and design scalable systems.,"CI/CD, AWS, C++, TensorFlow, GCP, SQL, Pandas",Bachelor's in Software Engineering,"Conduct data analysis, Implement APIs, Collaborate with stakeholders, Develop microservices"
Backend Developer,Backend Developer responsible for design scalable systems and develop microservices.,"C++, CI/CD, SQL, REST APIs, Kubernetes, React, GCP",Bachelor's in Cybersecurity,"Secure cloud environments, Develop microservices, Manage CI/CD pipelines, Automate workflows"
Data Engineer,Data Engineer responsible for implement apis and secure cloud environments.,"SQL, CI/CD, NoSQL, NumPy, C++",Bachelor's in Computer Science,"Implement APIs, Design scalable systems, Write unit tests, Automate workflows, Secure cloud environments"
Mobile App Developer,Mobile App Developer responsible for develop microservices and conduct data analysis.,"NumPy, AWS, React, Kubernetes, JavaScript, Spring Boot, C++",Bachelor's in Cybersecurity,"Conduct data analysis, Develop microservices, Manage CI/CD pipelines, Write unit tests"
Data Analyst,Data Analyst responsible for automate workflows and collaborate with stakeholders.,"GCP, Kubernetes, REST APIs, TensorFlow, JavaScript, Spring Boot",Bachelor's in Cybersecurity,"Manage CI/CD pipelines, Secure cloud environments, Implement APIs, Conduct data analysis, Automate workflows"
Cybersecurity Analyst,Cybersecurity Analyst responsible for conduct data analysis and develop microservices.,"Pandas, TensorFlow, NoSQL, React, Kubernetes, Node.js",Master's in Data Science,"Implement APIs, Monitor system performance, Collaborate with stakeholders, Automate workflows, Develop microservices"
DevOps Engineer,DevOps Engineer responsible for conduct data analysis and write unit tests.,"Azure, NoSQL, GCP, Docker, Kubernetes, CI/CD, Pandas",Master's in Data Science,"Automate workflows, Monitor system performance, Write unit tests"
Software Engineer,Software Engineer responsible for conduct data analysis and develop microservices.,"REST APIs, Pandas, GCP, Spring Boot, Python, Azure, AWS",Bachelor's in Computer Science,"Implement APIs, Conduct data analysis, Write unit tests, Secure cloud environments"
Cloud Architect,Cloud Architect responsible for manage ci/cd pipelines and implement apis.,"TensorFlow, JavaScript, SQL, C++, REST APIs",Bachelor's in Computer Science,"Implement APIs, Monitor system performance, Design scalable systems, Write unit tests, Conduct data analysis"
DevOps Engineer,DevOps Engineer responsible for manage ci/cd pipelines and develop microservices.,"React, JavaScript, REST APIs, GraphQL, Python, Azure, Java",Bachelor's in Cybersecurity,"Manage CI/CD pipelines, Write unit tests, Automate workflows, Monitor system performance, Collaborate with stakeholders"
AI/ML Engineer,AI/ML Engineer responsible for automate workflows and secure cloud environments.,"Pandas, C++, Node.js, Docker, Spring Boot, AWS, TensorFlow, NumPy",Master's in Data Science,"Write unit tests, Monitor system performance, Design scalable systems, Manage CI/CD pipelines"
Data Engineer,Data Engineer responsible for conduct data analysis and conduct data analysis.,"Java, NumPy, SQL, Azure, GCP",Bachelor's in Computer Science,"Automate workflows, Write unit tests, Conduct data analysis, Monitor system performance"
Backend Developer,Backend Developer responsible for secure cloud environments and develop microservices.,"GraphQL, REST APIs, Pandas, Spring Boot, GCP, Node.js, AWS",Bachelor's in Computer Science,"Automate workflows, Secure cloud environments, Implement APIs, Develop microservices"
Frontend Developer,Frontend Developer responsible for collaborate with stakeholders and collaborate with stakeholders.,"Azure, REST APIs, React, CI/CD, NoSQL, TensorFlow",Bachelor's in Information Technology,"Develop microservices, Secure cloud environments, Manage CI/CD pipelines"
Data Engineer,Data Engineer responsible for conduct data analysis and develop microservices.,"Kubernetes, Pandas, React, Docker, TensorFlow, Node.js",Bachelor's in Information Technology,"Write unit tests, Implement APIs, Secure cloud environments"
Cloud Architect,Cloud Architect responsible for write unit tests and develop microservices.,"CI/CD, SQL, Docker, REST APIs, JavaScript, Pandas, GraphQL",Bachelor's in Information Technology,"Collaborate with stakeholders, Write unit tests, Manage CI/CD pipelines, Develop microservices, Design scalable systems"
Backend Developer,Backend Developer responsible for automate workflows and secure cloud environments.,"Node.js, NoSQL, GCP, JavaScript, NumPy, AWS, TensorFlow, Kubernetes",Bachelor's in Software Engineering,"Collaborate with stakeholders, Write unit tests, Design scalable systems, Conduct data analysis, Secure cloud environments"
Backend Developer,Backend Developer responsible for write unit tests and collaborate with stakeholders.,"React, NumPy, Pandas, GraphQL, Docker, JavaScript, NoSQL, Azure",Bachelor's in Information Technology,"Automate workflows, Conduct data analysis, Collaborate with stakeholders"
Frontend Developer,Frontend Developer responsible for manage ci/cd pipelines and collaborate with stakeholders.,"Spring Boot, NoSQL, Azure, GraphQL, TensorFlow, Kubernetes, React, Node.js",Master's in Data Science,"Develop microservices, Collaborate with stakeholders, Automate workflows, Secure cloud environments"
Cloud Architect,Cloud Architect responsible for develop microservices and design scalable systems.,"GCP, Kubernetes, Python, Azure, C++, TensorFlow, JavaScript, NoSQL",Bachelor's in Computer Science,"Develop microservices, Manage CI/CD pipelines, Write unit tests, Secure cloud environments"
Frontend Developer,Frontend Developer responsible for secure cloud environments and design scalable systems.,"AWS, GCP, JavaScript, SQL, Kubernetes, Azure",Bachelor's in Computer Science,"Automate workflows, Secure cloud environments, Monitor system performance"
Cloud Architect,Cloud Architect responsible for collaborate with stakeholders and write unit tests.,"Node.js, React, Kubernetes, JavaScript, Java, SQL, NumPy",Bachelor's in Cybersecurity,"Automate workflows, Conduct data analysis, Develop microservices, Collaborate with stakeholders, Implement APIs"
AI/ML Engineer,AI/ML Engineer responsible for conduct data analysis and collaborate with stakeholders.,"REST APIs, NoSQL, Spring Boot, Azure, Docker, CI/CD, React",Bachelor's in Computer Science,"Automate workflows, Conduct data analysis, Manage CI/CD pipelines, Design scalable systems"
Backend Developer,Backend Developer responsible for monitor system performance and implement apis.,"C++, CI/CD, NumPy, NoSQL, Java, Node.js, TensorFlow, SQL",Bachelor's in Cybersecurity,"Manage CI/CD pipelines, Write unit tests, Monitor system performance, Design scalable systems"
Cloud Architect,Cloud Architect responsible for conduct data analysis and design scalable systems.,"Spring Boot, GraphQL, Python, React, GCP, Node.js, C++, Pandas",Bachelor's in Software Engineering,"Manage CI/CD pipelines, Monitor system performance, Design scalable systems, Collaborate with stakeholders"
Software Engineer,Software Engineer responsible for secure cloud environments and monitor system performance.,"SQL, Java, C++, Python, Spring Boot, GCP, JavaScript, REST APIs",Bachelor's in Cybersecurity,"Develop microservices, Implement APIs, Collaborate with stakeholders"
